Transaction Date,Post Date,Description,Category,Type, Amount ,Memo
5/12/2025,5/13/2025,Dott bike ride,Commute,Sale, $(2.13),
5/12/2025,5/13/2025,Dott bike ride,Commute,Sale, $(1.41),
5/12/2025,5/13/2025,Dott bike ride,Commute,Sale, $(1.41),
5/12/2025,5/13/2025,Dott bike ride,Commute,Sale, $(1.41),
5/12/2025,5/13/2025,Dott bike ride,Commute,Sale, $3.36 ,
5/13/2025,5/14/2025,FRANCK PROVOST,Health & Wellness,Sale, $(33.74),Haircut
5/13/2025,5/14/2025,M OLIVIER GONOT,Groceries,Sale, $(13.49),Chicken
5/13/2025,5/14/2025,SC-DEUX FRERES,Groceries,Sale, $(6.75),Eggs
5/13/2025,5/14/2025,Dott bike ride,Commute,Sale, $(1.41),
5/13/2025,5/14/2025,Dott bike ride,Commute,Sale, $(1.41),
5/14/2025,5/15/2025,Dott bike ride,Commute,Sale, $(1.40),
5/14/2025,5/15/2025,Dott bike ride,Commute,Sale, $(1.40),
5/14/2025,5/14/2025,Free Mobile,Bills & Utilities,Sale, $(12.94),Technically Euros
5/15/2025,5/16/2025,Dott bike ride,Commute,Sale, $(1.41),
5/15/2025,5/16/2025,Dott bike ride,Commute,Sale, $(1.41),
5/16/2025,5/18/2025,DR MOULY PATRICK2038011,Health & Wellness,Sale, $(56.15),Eye Doctor
5/16/2025,5/18/2025,LE CAFE DE LA GA,Food & Drink,Dinner, $(23.58),
5/16/2025,5/18/2025,SICILE AND CO,Food & Drink,Breakfast/Lunch, $(14.37),
5/16/2025,5/18/2025,Spotify USA,Bills & Utilities,Sale, $(11.99),
5/16/2025,5/18/2025,Dott bike ride,Commute,Sale, $(1.40),
5/17/2025,5/19/2025,NOVETTINO       2132364,Food & Drink,Breakfast/Lunch, $(12.01),
5/17/2025,5/18/2025,LE DUGOMMIER    4700439,Food & Drink,Beer, $(11.22),
5/17/2025,5/18/2025,SERVICE NAVIGO  4042878,Travel,Sale, $(2.24),Metro
5/17/2025,5/18/2025,Dott bike ride,Commute,Sale, $(1.40),
5/17/2025,5/18/2025,Dott bike ride,Commute,Sale, $(1.40),
5/17/2025,5/18/2025,Dott bike ride,Commute,Sale, $(1.40),
5/18/2025,5/19/2025,BAJA,Food & Drink,Breakfast/Lunch, $(31.42),
5/18/2025,5/19/2025,AU PAIN RUSTIQUE2012885,Food & Drink,Breakfast/Lunch, $(29.01),
5/18/2025,5/19/2025,LE CENTRE VILLE,Food & Drink,Dinner, $(27.49),
5/18/2025,5/19/2025,PANASIA         4665511,Food & Drink,Snacks, $(7.74),
5/18/2025,5/19/2025,Dott bike ride,Commute,Sale, $(1.40),
5/18/2025,5/18/2025,Dott bike ride,Commute,Sale, $(1.40),
5/19/2025,5/20/2025,SERVICE NAVIGO  4042878,Travel,Sale, $(28.05),Metro
5/19/2025,5/20/2025,DS MARAIS       2168990,Food & Drink,Breakfast/Lunch, $(16.83),
5/19/2025,5/20/2025,AU PAIN DU CAVAL,Food & Drink,Dinner, $(8.98),
5/19/2025,5/20/2025,Dott bike ride,Commute,Sale, $(1.40),
5/19/2025,5/20/2025,Dott bike ride,Commute,Sale, $(1.40),
5/20/2025,5/22/2025,SC-MC BRIDE,Food & Drink,Beer, $(10.73),
5/20/2025,5/22/2025,CARREFOUR CITY  2170635,Groceries,Sale, $(8.48),Carrefour
5/20/2025,5/21/2025,MADAME CLAUDE,Food & Drink,Breakfast/Lunch, $(7.34),The Coffee I didn't drink?
5/20/2025,5/21/2025,Dott bike ride,Commute,Sale, $(1.41),
5/20/2025,5/21/2025,Dott bike ride,Commute,Sale, $(1.41),
5/21/2025,5/22/2025,LIDL      3216,Groceries,Sale, $(16.58),Lidl
5/21/2025,5/22/2025,Dott bike ride,Commute,Sale, $(1.41),
5/21/2025,5/22/2025,Dott bike ride,Commute,Sale, $(1.41),
5/22/2025,5/23/2025,TGTG 2k42wqzkz4st0,Food & Drink,Breakfast/Lunch, $(9.08),
5/22/2025,5/23/2025,Dott bike ride,Commute,Sale, $(1.42),
5/22/2025,5/23/2025,Dott bike ride,Commute,Sale, $(1.42),
5/23/2025,5/25/2025,Dott bike ride,Commute,Sale, $(1.42),
5/24/2025,5/26/2025,PARISPHOTOGRAM.COM,Food & Drink,Beer, $(12.51),Bottle of Wine 
5/24/2025,5/25/2025,Dott bike ride,Commute,Sale, $(1.42),
5/24/2025,5/25/2025,Dott bike ride,Commute,Sale, $(1.42),
5/25/2025,5/25/2025,BARRIO,Food & Drink,Beer, $(62.57),
5/25/2025,5/25/2025,BARRIO,Food & Drink,Beer, $(45.51),
5/25/2025,5/26/2025,PHENIX BOL,Food & Drink,Dinner, $(23.31),
5/25/2025,5/26/2025,LES DELICES DE L2172260,Food & Drink,Snacks, $(6.83),
5/25/2025,5/26/2025,SAS   VASE,Groceries,Snacks, $(4.94),Stis Market
5/25/2025,5/26/2025,SAS   VASE,Groceries,Snacks, $(4.49),Stis Market
5/25/2025,5/26/2025,Dott bike ride,Commute,Sale, $(1.42),
5/25/2025,5/26/2025,Dott bike ride,Commute,Sale, $(1.42),
5/25/2025,5/25/2025,Dott bike ride,Commute,Sale, $(1.42),
5/26/2025,5/27/2025,AU PAIN DU CAVAL,Food & Drink,Dinner, $(9.10),
5/26/2025,5/27/2025,Dott bike ride,Commute,Sale, $(7.79),
5/26/2025,5/27/2025,Dott bike ride,Commute,Sale, $(1.42),
5/26/2025,5/27/2025,Dott bike ride,Commute,Sale, $(1.42),
5/27/2025,5/28/2025,M OLIVIER GONOT,Groceries,Sale, $(11.38),Chicken
5/27/2025,5/28/2025,SUMUP  *SELLAMI AMAL DELI,Food & Drink,Breakfast/Lunch, $(10.47),
5/27/2025,5/28/2025,LIDL      3216,Groceries,Sale, $(8.87),Lidl
5/27/2025,5/28/2025,SC-DEUX FRERES,Groceries,Sale, $(7.40),Eggs
5/27/2025,5/28/2025,SC.BOULANGERIE,Food & Drink,Snacks, $(4.32),
5/27/2025,5/28/2025,Dott bike ride,Commute,Sale, $(1.42),
5/27/2025,5/28/2025,Dott bike ride,Commute,Sale, $(1.42),
5/28/2025,5/29/2025,SAS   VASE,Groceries,Snacks, $(4.24),Stis Market
5/28/2025,5/29/2025,Dott bike ride,Commute,Sale, $(1.43),
5/28/2025,5/29/2025,Dott bike ride,Commute,Sale, $(1.43),
5/29/2025,5/30/2025,Dott bike ride,Commute,Sale, $(14.71),
5/29/2025,5/30/2025,MEUNIER VH 16   4339152,Food & Drink,Snacks, $(5.56),
5/29/2025,5/30/2025,SUMUP  *AU SOURIRE DE PAR,Food & Drink,Snacks, $(2.84),
5/29/2025,5/30/2025,Dott bike ride,Commute,Sale, $(1.42),
5/29/2025,5/30/2025,Dott bike ride,Commute,Sale, $(1.42),
5/30/2025,6/1/2025,SERVICE NAVIGO  4042878,Travel,Sale, $(28.47),Metro
5/30/2025,6/1/2025,LE CAFE DE LA GA,Food & Drink,Dinner, $(20.49),
5/30/2025,6/1/2025,Dott bike ride,Commute,Sale, $(1.42),
5/31/2025,6/1/2025,LE DIJON BERCY,Food & Drink,Dinner, $(9.11),
5/31/2025,6/1/2025,LE NARVAL,Food & Drink,Beer, $(9.11),
5/31/2025,6/1/2025,TGTG qgnhgezzen8x0,Food & Drink,Breakfast/Lunch, $(9.10),
5/31/2025,6/1/2025,CARREFOUR CITY  2929139,Groceries,Sale, $(8.23),Carrefour
5/31/2025,6/1/2025,LE DIJON BERCY,Food & Drink,Dinner, $(7.97),
5/31/2025,6/1/2025,LE DIJON BERCY,Food & Drink,Dinner, $(7.97),
5/31/2025,6/1/2025,Dott bike ride,Commute,Sale, $(1.42),
5/31/2025,6/1/2025,Dott bike ride,Commute,Sale, $(1.42),
5/31/2025,6/1/2025,Dott bike ride,Commute,Sale, $(1.42),
6/1/2025,6/2/2025,LIBRAIRIE DHOUAILLY,Shopping,Sale, $(13.67),Books
6/1/2025,6/2/2025,Dott bike ride,Commute,Sale, $(1.42),
6/1/2025,6/2/2025,Dott bike ride,Commute,Sale, $(1.42),
6/1/2025,6/2/2025,Dott bike ride,Commute,Sale, $(1.42),
6/2/2025,6/3/2025,SHOTGUN* EUROGAMES LYO,Entertainment,Sale, $(30.44),Concert
6/2/2025,6/3/2025,AU PAIN DU CAVAL,Food & Drink,Dinner, $(9.11),
6/2/2025,6/3/2025,Dott bike ride,Commute,Sale, $(1.42),
6/3/2025,6/4/2025,LIDL      3216,Groceries,Sale, $(33.01),Lidl
6/3/2025,6/4/2025,M OLIVIER GONOT,Groceries,Sale, $(13.74),Chicken
6/3/2025,6/4/2025,SC-DEUX FRERES,Groceries,Sale, $(7.44),Eggs
6/3/2025,6/4/2025,Dott bike ride,Commute,Sale, $(4.87),
6/3/2025,6/4/2025,Dott bike ride,Commute,Sale, $(1.43),
6/3/2025,6/4/2025,Dott bike ride,Commute,Sale, $(1.43),
6/4/2025,6/5/2025,Dott pass,Commute,Sale, $(11.45),
6/4/2025,6/5/2025,MONOPRIX        4653012,Groceries,Snacks, $(4.24),Monoprix
6/4/2025,6/5/2025,APPLE.COM/BILL,Bills & Utilities,Sale, $(2.99),
6/4/2025,6/5/2025,Dott bike ride,Commute,Sale, $(1.43),
6/4/2025,6/5/2025,Dott bike ride,Commute,Sale, $(1.43),
6/4/2025,6/5/2025,Dott bike ride,Commute,Sale, $(1.43),
6/5/2025,6/6/2025,Dott bike ride,Commute,Sale, $(1.43),
6/5/2025,6/6/2025,Dott bike ride,Commute,Sale, $(1.43),
6/6/2025,6/8/2025,LE CAFE DE LA GA,Food & Drink,Dinner, $(24.14),
6/7/2025,6/9/2025,UGC BORNES BERCY2412499,Entertainment,Sale, $(10.20),Movie
6/7/2025,6/8/2025,SAS   3K CHICK,Food & Drink,Dinner, $(8.02),
6/7/2025,6/8/2025,Dott bike ride,Commute,Sale, $(1.43),
6/7/2025,6/8/2025,Dott bike ride,Commute,Sale, $(1.43),
6/8/2025,6/9/2025,PHENIX BOL,Food & Drink,Dinner, $(19.25),
6/8/2025,6/9/2025,SUMUP  *TERMINAL C,Food & Drink,Snacks, $(11.35),
6/8/2025,6/9/2025,NETFLIX.COM,Bills & Utilities,Sale, $(9.16),
6/8/2025,6/9/2025,Dott bike ride,Commute,Sale, $(1.43),
6/9/2025,6/19/2025,HIMEL           2178956,Food & Drink,Dinner, $(18.33),
6/9/2025,6/10/2025,Dott bike ride,Commute,Sale, $(1.43),
6/9/2025,6/10/2025,Dott bike ride,Commute,Sale, $(1.43),
6/10/2025,6/11/2025,LIDL      3216,Groceries,Sale, $(16.05),Lidl
6/10/2025,6/11/2025,M OLIVIER GONOT,Groceries,Sale, $(13.73),Chicken
6/10/2025,6/11/2025,SAS   VASE,Groceries,Sale, $(9.36),Stis Market
6/10/2025,6/11/2025,Dott bike ride,Commute,Sale, $(1.43),
6/10/2025,6/11/2025,Dott bike ride,Commute,Sale, $(1.43),
6/11/2025,6/12/2025,Dott bike ride,Commute,Sale, $(1.43),
6/11/2025,6/12/2025,Dott bike ride,Commute,Sale, $(1.43),
6/12/2025,6/15/2025,DECATHLON TOLBIA2134725,Shopping,Sale, $(43.65),Gear for Celeste
6/12/2025,6/13/2025,Dott bike ride,Commute,Sale, $(22.41),
6/12/2025,6/13/2025,Dott bike ride,Commute,Sale, $(1.44),
6/12/2025,6/13/2025,Dott bike ride,Commute,Sale, $1.46 ,
6/12/2025,6/15/2025,Dott bike ride,Commute,Sale, $19.47 ,
6/13/2025,6/15/2025,C ET A          4305402,Clothes,Sale, $(61.63),Shorts & Hat
6/13/2025,6/15/2025,ARMAND THIERY   4974610,Clothes,Sale, $(46.52),Shorts
6/13/2025,6/15/2025,SERVICE NAVIGO  4042878,Travel,Sale, $(29.08),Metro
6/13/2025,6/15/2025,LE CAFE DE LA GA,Food & Drink,Dinner, $(23.27),
6/14/2025,6/15/2025,TAMARIS,Clothes,Sale, $(120.76),Shoes
6/14/2025,6/15/2025,TAVERNE DE ZHAO,Food & Drink,Breakfast/Lunch, $(16.03),
6/14/2025,6/15/2025,LS Omusubi Gonbei Pari,Food & Drink,Snacks, $(7.78),
6/14/2025,6/15/2025,Dott bike ride,Commute,Sale, $(1.45),
6/15/2025,6/16/2025,TGTG 39y3ww7y0yhr0,Food & Drink,Breakfast/Lunch, $(9.28),
6/15/2025,6/16/2025,PHISER 00165,Bills & Utilities,Sale, $(4.41),Laundry
6/15/2025,6/16/2025,SC-JACQUEDIS,Groceries,Snacks, $(4.23),Franprix
6/15/2025,6/16/2025,PHISER 00165,Bills & Utilities,Sale, $(1.74),Laundry
6/15/2025,6/16/2025,PHISER 00165,Bills & Utilities,Sale, $(1.74),Laundry
6/15/2025,6/16/2025,Dott bike ride,Commute,Sale, $(1.45),
6/15/2025,6/16/2025,Dott bike ride,Commute,Sale, $(1.45),
6/15/2025,6/16/2025,Dott bike ride,Commute,Sale, $(1.45),
6/16/2025,6/17/2025,VERTIGO,Travel,Sale, $(254.59),Hostel Marseille
6/16/2025,6/18/2025,SOFRATI,Food & Drink,Dinner, $(54.60),
6/16/2025,6/17/2025,RTM             4839034,Travel,Sale, $(25.79),Boat Tickets
6/16/2025,6/18/2025,DECATHLON TOLBIA2134725,Shopping,Sale, $(22.05),Gear for Celeste
6/16/2025,6/17/2025,Spotify USA,Bills & Utilities,Sale, $(11.99),
6/16/2025,6/17/2025,SAS   VASE,Groceries,Sale, $(7.54),Stis Market
6/16/2025,6/17/2025,RATP,Travel,Sale, $(2.90),Metro Celeste
6/16/2025,6/17/2025,Dott bike ride,Commute,Sale, $(1.45),
6/17/2025,6/19/2025,LE SOLEIL,Food & Drink,Dinner, $(20.91),
6/17/2025,6/18/2025,COURT CIRCUIT,Food & Drink,Beer, $(13.94),
6/17/2025,6/18/2025,BOULANGERIE AIXOISE,Food & Drink,Breakfast/Lunch, $(12.55),
6/17/2025,6/18/2025,LES DELICES DU V,Food & Drink,Breakfast/Lunch, $(12.55),
6/17/2025,6/19/2025,LA DENT CREUSE  2166308,Food & Drink,Snacks, $(10.45),
6/17/2025,6/18/2025,SUPERETTE DU FR 4747004,Food & Drink,Snacks, $(4.65),
6/17/2025,6/18/2025,ALIMENTATION DU,Groceries,Snacks, $(2.90),
6/17/2025,6/18/2025,SUPERETTE DU FR 4747004,Food & Drink,Snacks, $(2.32),
6/17/2025,6/17/2025,Free Mobile,Bills & Utilities,Sale, $(11.99),Technically Euros
6/18/2025,6/19/2025,DRESSING DE SIRI,Clothes,Sale, $(52.12),Linen Shirt
6/18/2025,6/19/2025,BOLT.EUO2506181658,Travel,Sale, $(47.49),Bolt Car
6/18/2025,6/19/2025,RESTO LE GINSENG,Food & Drink,Dinner, $(47.49),
6/18/2025,6/19/2025,SNCF-VOYAGEURS,Travel,Sale, $(19.46),Cassis
6/18/2025,6/19/2025,SUMUP  *CHATRIE JEAN MARC,Food & Drink,Breakfast/Lunch, $(18.30),
6/18/2025,6/19/2025,BOULANGERIE LION,Food & Drink,Breakfast/Lunch, $(13.90),
6/18/2025,6/19/2025,RTM             4898319,Travel,Sale, $(8.11),Metro Marseille
6/18/2025,6/20/2025,AU PAYSAN CASSIS,Groceries,Groceries, $(6.35),
6/18/2025,6/19/2025,AZUR EVASION,Travel,Sale, $(2.08),Cassis Bus
6/19/2025,6/20/2025,LO'KAYAK,Entertainment,Sale, $(118.77),Kayaks
6/19/2025,6/20/2025,MARSOTEL,Food & Drink,Dinner, $(66.88),Hostel Dinner (Vertigo)
6/19/2025,6/20/2025,BOLT.EUO2506191735,Travel,Sale, $(46.47),Bolt Car
6/19/2025,6/20/2025,MR BRUN,Food & Drink,Beer, $(43.59),
6/19/2025,6/20/2025,A.D.L,Food & Drink,Breakfast/Lunch, $(24.22),Bakery on walk to Cassis
6/19/2025,6/20/2025,LE PETIT CASINO,Groceries,Groceries, $(22.46),
6/19/2025,6/20/2025,SNCF-VOYAGEURS,Travel,Sale, $(19.37),Cassis
6/20/2025,6/22/2025,SC-VINEA BERCY,Food & Drink,Dinner, $(40.03),
6/20/2025,6/22/2025,MGP*Le Pot Commun,Entertainment,Sale, $(11.50),Water Polo 
6/20/2025,6/22/2025,PIZZA CAPRI,Food & Drink,Breakfast/Lunch, $(9.32),
6/20/2025,6/22/2025,LIDL MARSEILLE STE,Groceries,Breakfast/Lunch, $(6.30),Lidl
6/20/2025,6/22/2025,RATP,Travel,Sale, $(5.75),Metro Celeste
6/20/2025,6/22/2025,RTM             4898319,Travel,Sale, $(4.14),Metro Marseille
6/21/2025,6/22/2025,BEAUPASSAGE RET,Food & Drink,Snacks, $(13.39),
6/21/2025,6/22/2025,ROCCO CAFE,Food & Drink,Breakfast/Lunch, $(12.12),
6/21/2025,6/22/2025,PHISER 00165,Bills & Utilities,Sale, $(11.55),Laundry
6/21/2025,6/23/2025,CARREFOURMARKET,Groceries,Sale, $(10.52),Carrefour
6/21/2025,6/22/2025,Dott bike ride,Commute,Sale, $(2.55),
6/21/2025,6/22/2025,PHISER 00165,Bills & Utilities,Sale, $(1.73),Laundry
6/21/2025,6/22/2025,PHISER 00165,Bills & Utilities,Sale, $(1.73),Laundry
6/21/2025,6/22/2025,Dott bike ride,Commute,Sale, $(1.44),
6/22/2025,6/23/2025,PRIVILODGES LE HUB,Travel,Sale, $(215.78),Hostel Grenoble
6/22/2025,6/23/2025,LE SAIGON II,Food & Drink,Dinner, $(33.83),
6/22/2025,6/23/2025,MC DONALD'S,Food & Drink,Snacks, $(14.43),
6/22/2025,6/23/2025,LBAS,Food & Drink,Breakfast/Lunch, $(13.74),
6/22/2025,6/23/2025,LBAS,Food & Drink,Breakfast/Lunch, $(9.12),
6/22/2025,6/24/2025,M TAG VOYAGE CB,Travel,Sale, $(2.32),Grenoble Bus
6/23/2025,6/24/2025,CHEZ MARIUS,Food & Drink,Dinner, $(81.39),
6/23/2025,6/24/2025,LILI CROUSTILLE,Food & Drink,Breakfast/Lunch, $(16.62),
6/23/2025,6/24/2025,SNACK BOIS FRANCAIS,Food & Drink,Snacks, $(11.55),
6/23/2025,6/24/2025,CYKLEO          4970457,Travel,Sale, $(11.55),Bike Rentals
6/23/2025,6/24/2025,BOIS FRANCAIS   2358664,Entertainment,Sale, $(8.08),Lake 
6/23/2025,6/25/2025,M TAG VOYAGE CB,Travel,Sale, $(4.66),Grenoble Bus
6/24/2025,6/25/2025,FERME DD GARE,Food & Drink,Dinner, $(64.40),
6/24/2025,6/25/2025,SUPERETTE GARE,Food & Drink,Snacks, $(19.23),
6/24/2025,6/26/2025,LA NARVALINE,Food & Drink,Breakfast/Lunch, $(18.42),
6/24/2025,6/25/2025,CYKLEO          4970459,Travel,Sale, $(11.58),Bike Rentals
6/24/2025,6/25/2025,FROMAGERIE DES ALPE,Food & Drink,Snacks, $(9.93),
6/24/2025,6/26/2025,M TAG VOYAGE CB,Travel,Sale, $(4.67),Grenoble Bus
6/25/2025,6/26/2025,EDELWEISS BERCY,Food & Drink,Dinner, $(66.37),
6/25/2025,6/26/2025,TOUT UN FROMAGE,Food & Drink,Breakfast/Lunch, $(14.67),
6/25/2025,6/27/2025,ROTISSERIE DU CO,Food & Drink,Breakfast/Lunch, $(9.90),
6/25/2025,6/26/2025,RATP,Travel,Sale, $(2.91),Metro Celeste
6/26/2025,6/27/2025,SC.BOULANGERIE,Food & Drink,Breakfast/Lunch, $(18.55),
6/26/2025,6/27/2025,SERVICE NAVIGO  4042878,Travel,Sale, $(15.17),Metro Airport
6/26/2025,6/27/2025,RUTERAPPEN,Travel,Sale, $(12.79),Merto Oslo
6/26/2025,6/27/2025,PAUL FC ORY3 ZSD,Food & Drink,Breakfast/Lunch, $(7.99),
6/26/2025,6/29/2025,MONOP DAILY     4270035,Food & Drink,Breakfast/Lunch, $(5.77),Airport Food
6/26/2025,6/27/2025,AIRALO,Bills & Utilities,Sale, $(4.50),
6/26/2025,6/27/2025,PHISER 00165,Bills & Utilities,Sale, $(4.43),Laundry
6/26/2025,6/27/2025,PHISER 00165,Bills & Utilities,Sale, $(1.75),Laundry
6/26/2025,6/27/2025,PHISER 00165,Bills & Utilities,Sale, $(1.75),Laundry
6/27/2025,6/29/2025,Grisen,Food & Drink,Beer, $(21.95),
6/27/2025,6/29/2025,NEDRE FOSS RESTAURANT,Food & Drink,Beer, $(19.15),Oslo
6/27/2025,6/29/2025,AIRALO,Bills & Utilities,Sale, $(10.50),
6/27/2025,6/29/2025,AVDELING TJUVHOLMEN,Food & Drink,Snacks, $(6.48),Ice Cream
6/27/2025,6/29/2025,ZETTLE_*KURO OSLO AS,Food & Drink,Breakfast/Lunch, $(6.28),
6/27/2025,6/29/2025,JOKER SCHOUS PLASS,Groceries,Snacks, $(2.98),Drinks
6/28/2025,6/29/2025,KLATRESJAPPA,Health & Wellness,Sale, $(20.94),Climbing
6/28/2025,6/29/2025,RUTERAPPEN,Travel,Sale, $(4.39),Metro Oslo
6/28/2025,6/29/2025,RUTERAPPEN,Travel,Sale, $(4.39),Metro Oslo
6/29/2025,6/30/2025,Smash By Ghost Town,Food & Drink,Dinner, $(30.41),
6/29/2025,6/30/2025,JOKER TORSHOV,Groceries,Snacks, $(6.26),
6/30/2025,7/2/2025,SERVICE NAVIGO  4042878,Travel,Sale, $(29.39),Merto
6/30/2025,7/1/2025,FLYTOGET 1021104 VI,Travel,Sale, $(25.13),Metro Oslo
6/30/2025,7/2/2025,SERVICE NAVIGO  4042878,Travel,Sale, $(15.28),Airport Metro 
6/30/2025,7/1/2025,WH Smith Norway,Food & Drink,Breakfast/Lunch, $(8.38),
6/30/2025,7/2/2025,ROYAL DE DIJON  2449541,Food & Drink,Dinner, $(8.23),
6/30/2025,7/1/2025,DUTY FREE 7108 AVGANG NOR,Food & Drink,Snacks, $(7.88),
6/30/2025,7/1/2025,RUTERAPPEN,Travel,Sale, $(4.39),Metro Oslo
7/1/2025,7/2/2025,LIDL,Groceries,Sale, $(14.54),
7/1/2025,7/2/2025,Chicken Stand,Groceries,Sale, $(14.15),
7/1/2025,7/2/2025,SC.FRANPRIX,Groceries,Sale, $(12.60),
7/1/2025,7/2/2025,TGTG,Groceries,Sale, $(9.42),
7/1/2025,7/2/2025,Eggs,Groceries,Sale, $(7.66),
7/1/2025,7/2/2025,Dott bike ride,Travel,Sale, $(1.47),
7/1/2025,7/2/2025,Dott bike ride,Travel,Sale, $(5.01),
7/2/2025,7/3/2025,Dott bike ride,Travel,Sale, $(1.48),
7/4/2025,7/6/2025,LE CAFE DE LA GA,Food & Drink,Dinner, $(27.17),
7/4/2025,7/6/2025,APPLE.COM/BILL,Bills & Utilities,Sale, $(2.99),
7/5/2025,7/6/2025,A LA FOLIE      4761540,Food & Drink,Dinner, $(31.83),
7/6/2025,7/7/2025,SC.FRANPRIX,Groceries,Sale, $(19.95),
7/6/2025,7/7/2025,Dott bike ride,Travel,Sale, $(2.06),
7/6/2025,7/7/2025,Dott pass,Travel,Sale, $(5.88),
7/7/2025,7/8/2025,TGTG,Groceries,Sale, $(9.42),
7/8/2025,7/8/2025,NETFLIX.COM,Bills & Utilities,Sale, $(9.42),
7/9/2025,7/10/2025,SERVICE NAVIGO  4042878,Travel,Sale, $(29.42),
7/10/2025,7/13/2025,ARMAND THIERY   2470231,Shopping,Sale, $(42.23),Clothes 
7/10/2025,7/13/2025,ONESHOTPAY      2172175,Entertainment,Sale, $(86.24),Kayaks
7/10/2025,7/11/2025,TGTG c5mespqtame80,Food & Drink,Snacks, $(4.69),
7/10/2025,7/11/2025,SMEAG BP        2310579,Entertainment,Sale, $(8.21),
7/11/2025,7/13/2025,LIDL,Groceries,Sale, $(24.05),
7/11/2025,7/13/2025,SNCF-VOYAGEURS,Travel,Sale, $(39.01),
7/12/2025,7/14/2025,UGC BORNES BERCY2412499,Entertainment,Sale, $(10.43),
7/12/2025,7/13/2025,Stisi Market,Groceries,Sale, $(14.52),
7/12/2025,7/13/2025,LE CAFE DE LA GA,Food & Drink,Drinks, $(8.23),
7/12/2025,7/13/2025,TGTG,Groceries,Sale, $(9.36),
7/13/2025,7/14/2025,UBER   *TRIP,Travel,Sale, $(1.01),Rideshare
7/13/2025,7/14/2025,Dott bike ride,Travel,Sale, $(2.05),
7/13/2025,7/14/2025,Dott bike ride,Travel,Sale, $(2.05),
7/13/2025,7/14/2025,UBER   *TRIP,Travel,Sale, $(24.81),Rideshare
7/13/2025,7/14/2025,SNCF-VOYAGEURS,Travel,Sale, $(38.90),
7/14/2025,7/15/2025,Stisi Market,Groceries,Sale, $(14.91),
7/14/2025,7/15/2025,Dott bike ride,Travel,Sale, $(2.05),
7/14/2025,7/15/2025,Dott bike ride,Travel,Sale, $(2.05),
7/14/2025,7/15/2025,Dott bike ride,Travel,Sale, $(2.43),
7/15/2025,7/15/2025,Dott bike ride,Travel,Sale, $(2.05),
7/16/2025,7/17/2025,Stisi Market,Groceries,Sale, $(10.37),
7/16/2025,7/17/2025,Dott bike ride,Travel,Sale, $(2.05),
7/16/2025,7/17/2025,PATISSERIE FRANC,Food & Drink,Breakfast/Lunch, $(6.55),
7/16/2025,7/17/2025,DOM RAMBOUILLET 2328923,Entertainment,Sale, $(12.86),
7/16/2025,7/17/2025,Spotify USA,Bills & Utilities,Sale, $(11.99),
7/16/2025,7/16/2025,Free Mobile,Bills & Utilities,Sale, $(12.18),Technically Euros
7/17/2025,7/18/2025,Dott bike ride,Travel,Sale, $(2.05),
7/18/2025,7/20/2025,LIDL,Groceries,Sale, $(10.66),
7/18/2025,7/20/2025,FAUBOURG ECLUSE 4018511,Food & Drink,Breakfast/Lunch, $(9.67),
7/19/2025,7/20/2025,Dott bike ride,Travel,Sale, $(2.04),
7/19/2025,7/20/2025,LE CAFE DE LA GA,Food & Drink,Dinner, $(25.68),
7/20/2025,7/21/2025,Stisi Market,Groceries,Snacks, $(4.67),
7/20/2025,7/21/2025,Dott bike ride,Travel,Sale, $(2.04),
7/20/2025,7/21/2025,SERVICE NAVIGO  4042878,Travel,Sale, $(5.84),Metro 
7/20/2025,7/21/2025,Celio,Shopping,Sale, $(21.00),Clothes
7/20/2025,7/21/2025,C ET A FRANCE   4725749,Shopping,Sale, $(54.37),Clothes 
7/21/2025,7/22/2025,Normal,Groceries,Sale, $(14.94),
7/21/2025,7/22/2025,TCL 69 LYO,Travel,Sale, $(2.46),Metro 
7/21/2025,7/22/2025,SERVICE NAVIGO  4042878,Travel,Sale, $(2.92),Metro 
7/21/2025,7/22/2025,TGTG en45c7h214b20,Food & Drink,Snacks, $(4.66),
7/21/2025,7/22/2025,MS* PILOLYON,Travel,Sale, $(5.81),City Tax
7/21/2025,7/22/2025,SNCF-VOYAGEURS,Travel,Sale, $(11.67),Metro 
7/22/2025,7/24/2025,LYON OPERA RESTA,Food & Drink,Drinks, $(9.38),
7/22/2025,7/24/2025,LYON OPERA RESTA,Food & Drink,Drinks, $(9.38),
7/22/2025,7/23/2025,TCL 69 LYO,Travel,Sale, $(2.47),Metro 
7/22/2025,7/23/2025,TGTG v1xf5t8sbx6d0,Food & Drink,Snacks, $(5.85),
7/22/2025,7/23/2025,PISCINE PATINOIR2640700,Entertainment,Sale, $(9.38),
7/22/2025,7/23/2025,Sunday*Carmelo,Food & Drink,Dinner, $(43.94),
7/23/2025,7/25/2025,LYON 2025,Food & Drink,Drinks, $(7.06),
7/23/2025,7/24/2025,TCL 69 LYO,Travel,Sale, $(2.47),Metro 
7/23/2025,7/24/2025,PAPETERIE DE LA 4665354,Shopping,Sale, $(9.35),Note book
7/23/2025,7/24/2025,TGTG 6vsy1efqtscx0,Food & Drink,Dinner, $(14.23),
7/24/2025,7/27/2025,MC DONALDS 1333 2943871,Food & Drink,Dinner, $(25.79),
7/24/2025,7/25/2025,NINKASI CORDELIE,Food & Drink,Drinks, $(15.31),
